,Unnamed: 0,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop_Fertilizer
316,646,Kolhapur,Medium Brown,30,20,35,6.0,1000,30,"Rice, 50:26:26 NPK"
317,647,Kolhapur,Medium Brown,35,20,35,6.0,1000,30,"Rice, 50:26:26 NPK"
318,651,Kolhapur,Medium Brown,25,30,30,5.5,800,30,"Rice, 50:26:26 NPK"
319,653,Kolhapur,Medium Brown,35,30,30,5.5,800,30,"Rice, 50:26:26 NPK"
320,654,Kolhapur,Medium Brown,25,20,40,6.0,900,25,"Rice, 50:26:26 NPK"
321,656,Kolhapur,Medium Brown,35,20,40,6.0,900,25,"Rice, 50:26:26 NPK"
322,658,Kolhapur,Medium Brown,30,25,30,6.5,1000,30,"Rice, 50:26:26 NPK"
323,660,Kolhapur,Medium Brown,25,30,35,5.5,700,25,"Rice, 50:26:26 NPK"
324,662,Kolhapur,Medium Brown,35,30,35,5.5,700,25,"Rice, 50:26:26 NPK"
325,665,Kolhapur,Dark Brown,110,60,40,6.0,500,15,"Wheat, 19:19:19 NPK"
326,666,Kolhapur,Dark Brown,115,60,40,6.0,500,15,"Wheat, 19:19:19 NPK"
327,667,Kolhapur,Dark Brown,120,60,40,6.0,500,15,"Wheat, 19:19:19 NPK"
328,669,Kolhapur,Dark Brown,105,65,45,6.5,600,20,"Wheat, 19:19:19 NPK"
329,673,Kolhapur,Dark Brown,100,70,50,7.0,700,25,"Wheat, 19:19:19 NPK"
330,678,Kolhapur,Dark Brown,100,75,55,7.5,800,15,"Wheat, 19:19:19 NPK"
331,679,Kolhapur,Dark Brown,105,75,55,7.5,800,15,"Wheat, 19:19:19 NPK"
332,680,Kolhapur,Dark Brown,110,75,55,7.5,800,15,"Wheat, 19:19:19 NPK"
333,683,Kolhapur,Dark Brown,100,80,60,6.0,900,20,"Wheat, 19:19:19 NPK"
334,685,Kolhapur,Dark Brown,110,80,60,6.0,900,20,"Wheat, 19:19:19 NPK"
335,686,Kolhapur,Dark Brown,115,80,60,6.0,900,20,"Wheat, 19:19:19 NPK"
336,688,Kolhapur,Dark Brown,100,60,45,6.5,1000,25,"Wheat, Urea"
337,689,Kolhapur,Dark Brown,105,60,45,6.5,1000,25,"Wheat, Urea"
338,690,Kolhapur,Dark Brown,110,60,45,6.5,1000,25,"Wheat, Urea"
339,691,Kolhapur,Dark Brown,115,60,45,6.5,1000,25,"Wheat, Urea"
340,692,Kolhapur,Dark Brown,120,60,45,6.5,1000,25,"Wheat, Urea"
341,695,Kolhapur,Dark Brown,110,65,50,7.0,500,15,"Wheat, Urea"
342,698,Kolhapur,Dark Brown,100,70,55,7.5,600,20,"Wheat, Urea"
343,699,Kolhapur,Dark Brown,105,70,55,7.5,600,20,"Wheat, Urea"
344,700,Kolhapur,Dark Brown,110,70,55,7.5,600,20,"Wheat, Urea"
345,701,Kolhapur,Dark Brown,115,70,55,7.5,600,20,"Wheat, Urea"
346,705,Kolhapur,Dark Brown,110,75,60,6.0,700,25,"Wheat, Urea"
347,706,Kolhapur,Dark Brown,115,75,60,6.0,700,25,"Wheat, Urea"
348,707,Kolhapur,Dark Brown,120,75,60,6.0,700,25,"Wheat, Urea"
349,709,Kolhapur,Dark Brown,105,80,40,6.5,800,15,"Wheat, Urea"
350,711,Kolhapur,Dark Brown,115,80,40,6.5,800,15,"Wheat, Urea"
351,712,Kolhapur,Dark Brown,120,80,40,6.5,800,15,"Wheat, Urea"
352,713,Kolhapur,Dark Brown,100,60,50,7.0,900,20,"Wheat, 19:19:19 NPK"
353,714,Kolhapur,Dark Brown,105,60,50,7.0,900,20,"Wheat, 19:19:19 NPK"
354,716,Kolhapur,Dark Brown,115,60,50,7.0,900,20,"Wheat, 19:19:19 NPK"
355,717,Kolhapur,Dark Brown,120,60,50,7.0,900,20,"Wheat, 19:19:19 NPK"
356,718,Kolhapur,Dark Brown,100,65,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
357,720,Kolhapur,Dark Brown,110,65,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
358,721,Kolhapur,Dark Brown,115,65,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
359,722,Kolhapur,Dark Brown,120,65,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
360,723,Kolhapur,Dark Brown,100,70,60,6.0,500,15,"Wheat, 19:19:19 NPK"
361,725,Kolhapur,Dark Brown,110,70,60,6.0,500,15,"Wheat, 19:19:19 NPK"
362,727,Kolhapur,Dark Brown,120,70,60,6.0,500,15,"Wheat, 19:19:19 NPK"
363,728,Kolhapur,Dark Brown,100,75,40,6.5,600,20,"Wheat, 19:19:19 NPK"
364,736,Kolhapur,Dark Brown,115,80,45,7.0,700,25,"Wheat, 19:19:19 NPK"
365,737,Kolhapur,Dark Brown,120,80,45,7.0,700,25,"Wheat, 19:19:19 NPK"
366,738,Kolhapur,Dark Brown,100,60,55,7.5,800,15,"Wheat, Urea"
367,740,Kolhapur,Dark Brown,110,60,55,7.5,800,15,"Wheat, Urea"
368,742,Kolhapur,Dark Brown,120,60,55,7.5,800,15,"Wheat, Urea"
369,744,Kolhapur,Dark Brown,105,65,60,6.0,900,20,"Wheat, Urea"
370,745,Kolhapur,Dark Brown,110,65,60,6.0,900,20,"Wheat, Urea"
371,747,Kolhapur,Dark Brown,120,65,60,6.0,900,20,"Wheat, Urea"
372,750,Kolhapur,Dark Brown,110,70,40,6.5,1000,25,"Wheat, Urea"
373,753,Kolhapur,Dark Brown,100,75,45,7.0,500,15,"Wheat, Urea"
374,757,Kolhapur,Dark Brown,120,75,45,7.0,500,15,"Wheat, Urea"
375,758,Kolhapur,Dark Brown,100,80,50,7.5,600,20,"Wheat, Urea"
376,759,Kolhapur,Dark Brown,105,80,50,7.5,600,20,"Wheat, Urea"
377,761,Kolhapur,Dark Brown,115,80,50,7.5,600,20,"Wheat, Urea"
378,763,Kolhapur,Dark Brown,100,60,60,6.0,700,25,"Wheat, 19:19:19 NPK"
379,765,Kolhapur,Dark Brown,110,60,60,6.0,700,25,"Wheat, 19:19:19 NPK"
380,767,Kolhapur,Dark Brown,120,60,60,6.0,700,25,"Wheat, 19:19:19 NPK"
381,768,Kolhapur,Dark Brown,100,65,40,6.5,800,15,"Wheat, 19:19:19 NPK"
382,770,Kolhapur,Dark Brown,110,65,40,6.5,800,15,"Wheat, 19:19:19 NPK"
383,772,Kolhapur,Dark Brown,120,65,40,6.5,800,15,"Wheat, 19:19:19 NPK"
384,773,Kolhapur,Dark Brown,100,70,45,7.0,900,20,"Wheat, 19:19:19 NPK"
385,775,Kolhapur,Dark Brown,110,70,45,7.0,900,20,"Wheat, 19:19:19 NPK"
386,783,Kolhapur,Dark Brown,100,80,55,6.0,500,15,"Wheat, 19:19:19 NPK"
387,787,Kolhapur,Dark Brown,120,80,55,6.0,500,15,"Wheat, 19:19:19 NPK"
388,788,Kolhapur,Dark Brown,100,40,40,6.0,500,15,"Wheat, Urea"
389,789,Kolhapur,Dark Brown,105,40,40,6.0,500,15,"Wheat, Urea"
390,792,Kolhapur,Dark Brown,120,40,40,6.0,500,15,"Wheat, Urea"
391,794,Kolhapur,Dark Brown,105,45,45,6.5,600,20,"Wheat, Urea"
392,795,Kolhapur,Dark Brown,110,45,45,6.5,600,20,"Wheat, Urea"
393,797,Kolhapur,Dark Brown,120,45,45,6.5,600,20,"Wheat, Urea"
394,800,Kolhapur,Dark Brown,110,50,50,7.0,700,25,"Wheat, Urea"
395,802,Kolhapur,Dark Brown,120,50,50,7.0,700,25,"Wheat, Urea"
396,803,Kolhapur,Dark Brown,100,55,55,7.5,800,15,"Wheat, Urea"
397,805,Kolhapur,Dark Brown,110,55,55,7.5,800,15,"Wheat, Urea"
398,811,Kolhapur,Dark Brown,115,60,60,6.0,900,20,"Wheat, Urea"
399,814,Kolhapur,Dark Brown,105,40,45,6.5,1000,25,"Wheat, 19:19:19 NPK"
400,818,Kolhapur,Dark Brown,100,45,50,7.0,500,15,"Wheat, 19:19:19 NPK"
401,819,Kolhapur,Dark Brown,105,45,50,7.0,500,15,"Wheat, 19:19:19 NPK"
402,820,Kolhapur,Dark Brown,110,45,50,7.0,500,15,"Wheat, 19:19:19 NPK"
403,825,Kolhapur,Dark Brown,110,50,55,7.5,600,20,"Wheat, 19:19:19 NPK"
404,826,Kolhapur,Dark Brown,115,50,55,7.5,600,20,"Wheat, 19:19:19 NPK"
405,827,Kolhapur,Dark Brown,120,50,55,7.5,600,20,"Wheat, 19:19:19 NPK"
406,831,Kolhapur,Dark Brown,115,55,60,6.0,700,25,"Wheat, 19:19:19 NPK"
407,832,Kolhapur,Dark Brown,120,55,60,6.0,700,25,"Wheat, 19:19:19 NPK"
408,833,Kolhapur,Dark Brown,100,60,40,6.5,800,15,"Wheat, 19:19:19 NPK"
409,835,Kolhapur,Dark Brown,110,60,40,6.5,800,15,"Wheat, 19:19:19 NPK"
410,837,Kolhapur,Dark Brown,120,60,40,6.5,800,15,"Wheat, 19:19:19 NPK"
411,839,Kolhapur,Dark Brown,105,40,50,7.0,900,20,"Wheat, Urea"
412,842,Kolhapur,Dark Brown,120,40,50,7.0,900,20,"Wheat, Urea"
413,843,Kolhapur,Dark Brown,100,45,55,7.5,1000,25,"Wheat, Urea"
414,844,Kolhapur,Dark Brown,105,45,55,7.5,1000,25,"Wheat, Urea"
415,848,Kolhapur,Dark Brown,100,50,60,6.0,500,15,"Wheat, Urea"
416,849,Kolhapur,Dark Brown,105,50,60,6.0,500,15,"Wheat, Urea"
417,850,Kolhapur,Dark Brown,110,50,60,6.0,500,15,"Wheat, Urea"
418,851,Kolhapur,Dark Brown,115,50,60,6.0,500,15,"Wheat, Urea"
419,853,Kolhapur,Dark Brown,100,55,40,6.5,600,20,"Wheat, Urea"
420,854,Kolhapur,Dark Brown,105,55,40,6.5,600,20,"Wheat, Urea"
421,855,Kolhapur,Dark Brown,110,55,40,6.5,600,20,"Wheat, Urea"
422,857,Kolhapur,Dark Brown,120,55,40,6.5,600,20,"Wheat, Urea"
423,858,Kolhapur,Dark Brown,100,60,45,7.0,700,25,"Wheat, Urea"
424,863,Kolhapur,Dark Brown,100,40,55,7.5,800,15,"Wheat, 19:19:19 NPK"
425,867,Kolhapur,Dark Brown,120,40,55,7.5,800,15,"Wheat, 19:19:19 NPK"
426,868,Kolhapur,Dark Brown,100,45,60,6.0,900,20,"Wheat, 19:19:19 NPK"
427,870,Kolhapur,Dark Brown,110,45,60,6.0,900,20,"Wheat, 19:19:19 NPK"
428,871,Kolhapur,Dark Brown,115,45,60,6.0,900,20,"Wheat, 19:19:19 NPK"
429,873,Kolhapur,Dark Brown,100,50,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
430,874,Kolhapur,Dark Brown,105,50,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
431,875,Kolhapur,Dark Brown,110,50,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
432,876,Kolhapur,Dark Brown,115,50,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
433,877,Kolhapur,Dark Brown,120,50,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
434,880,Kolhapur,Dark Brown,110,55,45,7.0,500,15,"Wheat, 19:19:19 NPK"
435,882,Kolhapur,Dark Brown,120,55,45,7.0,500,15,"Wheat, 19:19:19 NPK"
436,884,Kolhapur,Dark Brown,105,60,50,7.5,600,20,"Wheat, 19:19:19 NPK"
437,888,Kolhapur,Dark Brown,100,40,60,6.0,700,25,"Wheat, Urea"
438,889,Kolhapur,Dark Brown,105,40,60,6.0,700,25,"Wheat, Urea"
439,893,Kolhapur,Dark Brown,100,45,40,6.5,800,15,"Wheat, Urea"
440,896,Kolhapur,Dark Brown,115,45,40,6.5,800,15,"Wheat, Urea"
441,902,Kolhapur,Dark Brown,120,50,45,7.0,900,20,"Wheat, Urea"
442,903,Kolhapur,Dark Brown,100,55,50,7.5,1000,25,"Wheat, Urea"
443,906,Kolhapur,Dark Brown,115,55,50,7.5,1000,25,"Wheat, Urea"
444,911,Kolhapur,Dark Brown,115,60,55,6.0,500,15,"Wheat, Urea"
445,912,Kolhapur,Dark Brown,120,60,55,6.0,500,15,"Wheat, Urea"
446,915,Kolhapur,Dark Brown,70,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
447,918,Kolhapur,Dark Brown,85,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
448,919,Kolhapur,Dark Brown,90,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
449,921,Kolhapur,Dark Brown,100,40,40,6.0,500,15,"Wheat, 19:19:19 NPK"
450,923,Kolhapur,Dark Brown,65,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
451,924,Kolhapur,Dark Brown,70,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
452,925,Kolhapur,Dark Brown,75,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
453,926,Kolhapur,Dark Brown,80,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
454,927,Kolhapur,Dark Brown,85,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
455,928,Kolhapur,Dark Brown,90,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
456,929,Kolhapur,Dark Brown,95,45,45,6.5,600,20,"Wheat, 19:19:19 NPK"
457,931,Kolhapur,Dark Brown,60,55,55,7.0,700,25,"Wheat, 19:19:19 NPK"
458,932,Kolhapur,Dark Brown,65,55,55,7.0,700,25,"Wheat, 19:19:19 NPK"
459,935,Kolhapur,Dark Brown,80,55,55,7.0,700,25,"Wheat, 19:19:19 NPK"
460,936,Kolhapur,Dark Brown,85,55,55,7.0,700,25,"Wheat, 19:19:19 NPK"
461,937,Kolhapur,Dark Brown,90,55,55,7.0,700,25,"Wheat, 19:19:19 NPK"
462,939,Kolhapur,Dark Brown,100,55,55,7.0,700,25,"Wheat, Urea"
463,942,Kolhapur,Dark Brown,70,60,60,7.5,800,15,"Wheat, Urea"
464,944,Kolhapur,Dark Brown,80,60,60,7.5,800,15,"Wheat, Urea"
465,948,Kolhapur,Dark Brown,100,60,60,7.5,800,15,"Wheat, Urea"
466,949,Kolhapur,Dark Brown,60,40,45,6.0,900,20,"Wheat, Urea"
467,952,Kolhapur,Dark Brown,75,40,45,6.0,900,20,"Wheat, Urea"
468,954,Kolhapur,Dark Brown,85,40,45,6.0,900,20,"Wheat, Urea"
469,958,Kolhapur,Dark Brown,60,45,50,6.5,1000,25,"Wheat, Urea"
470,959,Kolhapur,Dark Brown,65,45,50,6.5,1000,25,"Wheat, Urea"
471,960,Kolhapur,Dark Brown,70,45,50,6.5,1000,25,"Wheat, Urea"
472,961,Kolhapur,Dark Brown,75,45,50,6.5,1000,25,"Wheat, Urea"
473,963,Kolhapur,Dark Brown,85,45,50,6.5,1000,25,"Wheat, 19:19:19 NPK"
474,966,Kolhapur,Dark Brown,100,45,50,6.5,1000,25,"Wheat, 19:19:19 NPK"
475,967,Kolhapur,Dark Brown,60,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
476,968,Kolhapur,Dark Brown,65,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
477,970,Kolhapur,Dark Brown,75,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
478,971,Kolhapur,Dark Brown,80,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
479,972,Kolhapur,Dark Brown,85,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
480,974,Kolhapur,Dark Brown,95,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
481,975,Kolhapur,Dark Brown,100,55,60,7.0,500,15,"Wheat, 19:19:19 NPK"
482,977,Kolhapur,Dark Brown,65,40,50,7.5,600,20,"Wheat, 19:19:19 NPK"
483,978,Kolhapur,Dark Brown,70,40,50,7.5,600,20,"Wheat, 19:19:19 NPK"
484,979,Kolhapur,Dark Brown,75,40,50,7.5,600,20,"Wheat, 19:19:19 NPK"
485,984,Kolhapur,Dark Brown,100,40,50,7.5,600,20,"Wheat, 19:19:19 NPK"
486,986,Kolhapur,Dark Brown,65,50,60,6.0,700,25,"Wheat, 19:19:19 NPK"
487,989,Kolhapur,Dark Brown,80,50,60,6.0,700,25,"Wheat, Urea"
488,990,Kolhapur,Dark Brown,85,50,60,6.0,700,25,"Wheat, Urea"
489,991,Kolhapur,Dark Brown,90,50,60,6.0,700,25,"Wheat, Urea"
490,992,Kolhapur,Dark Brown,95,50,60,6.0,700,25,"Wheat, Urea"
491,993,Kolhapur,Dark Brown,100,50,60,6.0,700,25,"Wheat, Urea"
492,996,Kolhapur,Dark Brown,70,55,40,6.5,800,15,"Wheat, Urea"
493,997,Kolhapur,Dark Brown,75,55,40,6.5,800,15,"Wheat, Urea"
494,1002,Kolhapur,Dark Brown,100,55,40,6.5,800,15,"Wheat, Urea"
495,1007,Kolhapur,Dark Brown,80,60,45,7.0,900,20,"Wheat, Urea"
496,1013,Kolhapur,Dark Brown,65,40,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
497,1016,Kolhapur,Dark Brown,80,40,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
498,1017,Kolhapur,Dark Brown,85,40,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
499,1018,Kolhapur,Dark Brown,90,40,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
500,1020,Kolhapur,Dark Brown,100,40,55,7.5,1000,25,"Wheat, 19:19:19 NPK"
501,1023,Kolhapur,Dark Brown,70,45,60,6.0,500,15,"Wheat, 19:19:19 NPK"
502,1026,Kolhapur,Dark Brown,85,45,60,6.0,500,15,"Wheat, 19:19:19 NPK"
503,1030,Kolhapur,Dark Brown,60,50,40,6.5,600,20,"Wheat, 19:19:19 NPK"
504,1031,Kolhapur,Dark Brown,65,50,40,6.5,600,20,"Wheat, 19:19:19 NPK"
505,1033,Kolhapur,Dark Brown,75,50,40,6.5,600,20,"Wheat, 19:19:19 NPK"
506,1034,Kolhapur,Dark Brown,80,50,40,6.5,600,20,"Wheat, 19:19:19 NPK"
507,1036,Kolhapur,Dark Brown,90,50,40,6.5,600,20,"Wheat, 19:19:19 NPK"
508,1039,Kolhapur,Dark Brown,60,55,45,7.0,700,25,"Wheat, Urea"
509,1040,Kolhapur,Dark Brown,65,55,45,7.0,700,25,"Wheat, Urea"
510,1042,Kolhapur,Dark Brown,75,55,45,7.0,700,25,"Wheat, Urea"
511,1043,Kolhapur,Dark Brown,80,55,45,7.0,700,25,"Wheat, Urea"
512,1044,Kolhapur,Dark Brown,85,55,45,7.0,700,25,"Wheat, Urea"
513,1048,Kolhapur,Dark Brown,60,60,50,7.5,800,15,"Wheat, Urea"
514,1049,Kolhapur,Dark Brown,65,60,50,7.5,800,15,"Wheat, Urea"
515,1050,Kolhapur,Dark Brown,70,60,50,7.5,800,15,"Wheat, Urea"
516,1051,Kolhapur,Dark Brown,75,60,50,7.5,800,15,"Wheat, Urea"
517,1052,Kolhapur,Dark Brown,80,60,50,7.5,800,15,"Wheat, Urea"
518,1054,Kolhapur,Dark Brown,90,60,50,7.5,800,15,"Wheat, Urea"
519,1055,Kolhapur,Dark Brown,95,60,50,7.5,800,15,"Wheat, Urea"
520,1059,Kolhapur,Dark Brown,70,40,60,6.0,900,20,"Wheat, Urea"
521,1062,Kolhapur,Dark Brown,85,40,60,6.0,900,20,"Wheat, Urea"
522,1063,Kolhapur,Dark Brown,90,40,60,6.0,900,20,"Wheat, 19:19:19 NPK"
523,1065,Kolhapur,Dark Brown,100,40,60,6.0,900,20,"Wheat, 19:19:19 NPK"
524,1066,Kolhapur,Dark Brown,60,45,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
525,1070,Kolhapur,Dark Brown,80,45,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
526,1071,Kolhapur,Dark Brown,85,45,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
527,1074,Kolhapur,Dark Brown,100,45,40,6.5,1000,25,"Wheat, 19:19:19 NPK"
528,1077,Kolhapur,Dark Brown,70,50,45,7.0,500,15,"Wheat, 19:19:19 NPK"
529,1079,Kolhapur,Dark Brown,80,50,45,7.0,500,15,"Wheat, 19:19:19 NPK"
530,1081,Kolhapur,Dark Brown,90,50,45,7.0,500,15,"Wheat, 19:19:19 NPK"
531,1082,Kolhapur,Dark Brown,95,50,45,7.0,500,15,"Wheat, 19:19:19 NPK"
532,1083,Kolhapur,Dark Brown,100,50,45,7.0,500,15,"Wheat, 19:19:19 NPK"
533,1084,Kolhapur,Dark Brown,60,55,50,7.5,600,20,"Wheat, 19:19:19 NPK"
534,1087,Kolhapur,Dark Brown,75,55,50,7.5,600,20,"Wheat, 19:19:19 NPK"
535,1090,Kolhapur,Dark Brown,90,55,50,7.5,600,20,"Wheat, Urea"
536,1093,Kolhapur,Dark Brown,60,60,55,6.0,700,25,"Wheat, Urea"
537,1094,Kolhapur,Dark Brown,65,60,55,6.0,700,25,"Wheat, Urea"
538,1096,Kolhapur,Dark Brown,75,60,55,6.0,700,25,"Wheat, Urea"
539,1100,Kolhapur,Dark Brown,95,60,55,6.0,700,25,"Wheat, Urea"
540,1101,Kolhapur,Dark Brown,100,60,55,6.0,700,25,"Wheat, Urea"
541,1103,Kolhapur,Black,25,30,20,6.0,500,25,"Groundnut, Chilated Micronutrient"
542,1105,Kolhapur,Black,20,35,25,6.5,600,30,"Groundnut, Chilated Micronutrient"
543,1107,Kolhapur,Black,30,35,25,6.5,600,30,"Groundnut, Chilated Micronutrient"
544,1108,Kolhapur,Black,20,40,20,7.0,500,25,"Groundnut, Chilated Micronutrient"
545,1111,Kolhapur,Black,20,30,25,7.5,600,30,"Groundnut, SSP"
546,1114,Kolhapur,Black,20,35,20,6.0,500,25,"Groundnut, SSP"
547,1116,Kolhapur,Black,30,35,20,6.0,500,25,"Groundnut, SSP"
548,1118,Kolhapur,Black,25,40,25,6.5,600,30,"Groundnut, SSP"
549,1121,Kolhapur,Black,55,25,30,6.0,500,25,"Groundnut, Chilated Micronutrient"
550,1123,Kolhapur,Black,50,30,35,6.5,600,30,"Groundnut, Chilated Micronutrient"
551,1126,Kolhapur,Black,50,25,40,7.0,500,25,"Groundnut, Chilated Micronutrient"
552,1128,Kolhapur,Black,60,25,40,7.0,500,25,"Groundnut, Chilated Micronutrient"
553,1129,Kolhapur,Black,50,30,30,7.5,600,30,"Groundnut, SSP"
554,1130,Kolhapur,Black,55,30,30,7.5,600,30,"Groundnut, SSP"
555,1132,Kolhapur,Black,50,25,35,6.0,500,25,"Groundnut, SSP"
556,1133,Kolhapur,Black,55,25,35,6.0,500,25,"Groundnut, SSP"
557,1136,Kolhapur,Black,55,30,40,6.5,600,30,"Groundnut, SSP"
558,1139,Kolhapur,Black,45,20,20,5.5,500,25,"Groundnut, Chilated Micronutrient"
559,1141,Kolhapur,Black,40,30,30,6.0,600,30,"Groundnut, Chilated Micronutrient"
560,1144,Kolhapur,Black,40,20,30,6.5,500,25,"Groundnut, Chilated Micronutrient"
561,1145,Kolhapur,Black,45,20,30,6.5,500,25,"Groundnut, Chilated Micronutrient"
562,1146,Kolhapur,Black,50,20,30,6.5,500,25,"Groundnut, Chilated Micronutrient"
563,1149,Kolhapur,Black,50,30,20,7.0,600,30,"Groundnut, SSP"
564,1150,Kolhapur,Dark Brown,120,60,40,6.0,500,20,"Maize, Urea"
565,1151,Kolhapur,Dark Brown,125,60,40,6.0,500,20,"Maize, Urea"
566,1152,Kolhapur,Dark Brown,130,60,40,6.0,500,20,"Maize, Urea"
567,1153,Kolhapur,Dark Brown,135,60,40,6.0,500,20,"Maize, Urea"
568,1155,Kolhapur,Dark Brown,145,60,40,6.0,500,20,"Maize, Urea"
569,1157,Kolhapur,Dark Brown,120,65,45,6.5,600,25,"Maize, Urea"
570,1159,Kolhapur,Dark Brown,130,65,45,6.5,600,25,"Maize, Urea"
571,1161,Kolhapur,Dark Brown,140,65,45,6.5,600,25,"Maize, Urea"
572,1162,Kolhapur,Dark Brown,145,65,45,6.5,600,25,"Maize, Urea"
573,1164,Kolhapur,Dark Brown,120,70,50,7.0,700,30,"Maize, Urea"
574,1166,Kolhapur,Dark Brown,130,70,50,7.0,700,30,"Maize, Urea"
575,1168,Kolhapur,Dark Brown,140,70,50,7.0,700,30,"Maize, Urea"
576,1171,Kolhapur,Dark Brown,120,75,55,7.5,500,20,"Maize, Urea"
577,1172,Kolhapur,Dark Brown,125,75,55,7.5,500,20,"Maize, Urea"
578,1175,Kolhapur,Dark Brown,140,75,55,7.5,500,20,"Maize, Urea"
579,1176,Kolhapur,Dark Brown,145,75,55,7.5,500,20,"Maize, Urea"
580,1178,Kolhapur,Dark Brown,120,80,60,6.0,600,25,"Maize, Urea"
581,1181,Kolhapur,Dark Brown,135,80,60,6.0,600,25,"Maize, Urea"
582,1182,Kolhapur,Dark Brown,140,80,60,6.0,600,25,"Maize, Urea"
583,1183,Kolhapur,Dark Brown,145,80,60,6.0,600,25,"Maize, Urea"
584,1184,Kolhapur,Dark Brown,150,80,60,6.0,600,25,"Maize, Urea"
585,1185,Kolhapur,Dark Brown,120,60,45,6.5,700,30,"Maize, SSP"
586,1186,Kolhapur,Dark Brown,125,60,45,6.5,700,30,"Maize, SSP"
587,1188,Kolhapur,Dark Brown,135,60,45,6.5,700,30,"Maize, SSP"
588,1189,Kolhapur,Dark Brown,140,60,45,6.5,700,30,"Maize, SSP"
589,1190,Kolhapur,Dark Brown,145,60,45,6.5,700,30,"Maize, SSP"
590,1191,Kolhapur,Dark Brown,150,60,45,6.5,700,30,"Maize, SSP"
591,1192,Kolhapur,Dark Brown,120,65,50,7.0,500,20,"Maize, SSP"
592,1194,Kolhapur,Dark Brown,130,65,50,7.0,500,20,"Maize, SSP"
593,1195,Kolhapur,Dark Brown,135,65,50,7.0,500,20,"Maize, SSP"
594,1197,Kolhapur,Dark Brown,145,65,50,7.0,500,20,"Maize, SSP"
595,1198,Kolhapur,Dark Brown,150,65,50,7.0,500,20,"Maize, SSP"
596,1203,Kolhapur,Dark Brown,140,70,55,7.5,600,25,"Maize, SSP"
597,1204,Kolhapur,Dark Brown,145,70,55,7.5,600,25,"Maize, SSP"
598,1207,Kolhapur,Dark Brown,125,75,60,6.0,700,30,"Maize, SSP"
599,1208,Kolhapur,Dark Brown,130,75,60,6.0,700,30,"Maize, SSP"
600,1209,Kolhapur,Dark Brown,135,75,60,6.0,700,30,"Maize, SSP"
601,1210,Kolhapur,Dark Brown,140,75,60,6.0,700,30,"Maize, SSP"
602,1211,Kolhapur,Dark Brown,145,75,60,6.0,700,30,"Maize, SSP"
603,1213,Kolhapur,Dark Brown,120,80,40,6.5,500,20,"Maize, SSP"
604,1214,Kolhapur,Dark Brown,125,80,40,6.5,500,20,"Maize, SSP"
605,1217,Kolhapur,Dark Brown,140,80,40,6.5,500,20,"Maize, SSP"
606,1218,Kolhapur,Dark Brown,145,80,40,6.5,500,20,"Maize, SSP"
607,1219,Kolhapur,Dark Brown,150,80,40,6.5,500,20,"Maize, SSP"
608,1220,Kolhapur,Dark Brown,120,60,50,7.0,600,25,"Maize, MOP"
609,1222,Kolhapur,Dark Brown,130,60,50,7.0,600,25,"Maize, MOP"
610,1223,Kolhapur,Dark Brown,135,60,50,7.0,600,25,"Maize, MOP"
611,1225,Kolhapur,Dark Brown,145,60,50,7.0,600,25,"Maize, MOP"
612,1226,Kolhapur,Dark Brown,150,60,50,7.0,600,25,"Maize, MOP"
613,1230,Kolhapur,Dark Brown,135,65,55,7.5,700,30,"Maize, MOP"
614,1231,Kolhapur,Dark Brown,140,65,55,7.5,700,30,"Maize, MOP"
615,1232,Kolhapur,Dark Brown,145,65,55,7.5,700,30,"Maize, MOP"
616,1240,Kolhapur,Dark Brown,150,70,60,6.0,500,20,"Maize, MOP"
